MaPhieu,KhuVuc,SoLuongKhach,GioDen,GhiChu
063564,3,9,15:37:00,
063565,3,3,11:22:00,
063566,3,10,18:30:00,
063567,3,6,10:32:00,
063568,2,9,12:43:00,
063569,1,2,11:44:00,
063570,3,4,19:09:00,
063571,2,3,21:22:00,
063572,3,8,10:14:00,
063573,3,10,09:22:00,
063574,1,11,11:11:00,
063575,1,6,21:37:00,
063576,1,4,21:50:00,
063577,2,6,11:37:00,
063578,2,7,21:00:00,
063579,3,3,10:47:00,
063580,1,3,18:36:00,
063581,2,7,15:31:00,
063582,2,9,15:16:00,
063583,1,7,17:25:00,
063584,3,5,21:27:00,
063585,2,8,21:06:00,
063586,3,3,15:26:00,
063587,3,4,18:36:00,
063588,2,7,14:43:00,
063589,1,5,16:32:00,
063590,1,11,20:45:00,
063591,1,4,11:05:00,
063592,3,6,17:13:00,
063593,2,10,16:43:00,
063594,3,3,16:04:00,
063595,2,3,16:01:00,
063596,2,3,17:15:00,
063597,2,9,14:10:00,
063598,3,2,10:43:00,
063599,1,9,14:41:00,
063600,2,9,10:22:00,
063601,1,8,10:09:00,
063602,1,11,17:40:00,
063603,3,8,15:13:00,
063604,3,7,21:41:00,
063605,1,8,10:44:00,
063606,3,2,13:46:00,
063607,1,8,19:47:00,
063608,3,7,12:06:00,
063609,1,6,18:13:00,
063610,3,6,21:10:00,
063611,3,4,14:10:00,
063612,1,6,19:12:00,
063613,3,5,21:34:00,
063614,3,9,19:21:00,
063615,2,5,19:29:00,
063616,2,11,17:24:00,
063617,2,11,14:24:00,
063618,2,11,09:42:00,
063619,2,6,19:11:00,
063620,1,4,18:43:00,
063621,3,9,14:18:00,
063622,3,3,20:19:00,
063623,3,8,13:31:00,
063624,2,4,09:41:00,
063625,1,6,19:17:00,
063626,2,5,18:01:00,
063627,1,2,15:10:00,
063628,2,4,12:26:00,
063629,3,6,15:10:00,
063630,1,10,19:15:00,
063631,1,10,14:13:00,
063632,3,10,18:37:00,
063633,1,6,13:18:00,
063634,1,4,09:42:00,
063635,1,8,16:23:00,
063636,2,11,14:25:00,
063637,2,5,19:11:00,
063638,1,3,17:36:00,
063639,1,9,09:21:00,
063640,3,10,15:29:00,
063641,3,11,16:15:00,
063642,3,4,12:41:00,
063643,2,5,09:14:00,
063644,3,11,15:37:00,
063645,2,11,15:21:00,
063646,3,8,13:20:00,
063647,3,11,18:44:00,
063648,1,3,11:08:00,
063649,1,9,16:10:00,
063650,2,8,14:21:00,
063651,1,6,17:46:00,
063652,1,3,09:36:00,
063653,2,9,18:38:00,
063654,3,8,10:46:00,
063655,3,11,11:28:00,
063656,1,4,09:37:00,
063657,1,11,09:30:00,
063658,1,7,18:49:00,
063659,3,3,20:48:00,
063660,3,5,16:03:00,
063661,2,6,09:38:00,
063662,2,6,18:02:00,
063663,2,3,14:15:00,
063664,2,9,18:26:00,
063665,1,5,14:46:00,
063666,1,9,10:19:00,
063667,3,10,11:38:00,
063668,3,11,09:46:00,
063669,3,2,19:42:00,
063670,1,11,19:05:00,
063671,2,2,17:47:00,
063672,1,11,17:41:00,
063673,3,2,12:39:00,
063674,3,3,12:17:00,
063675,2,5,14:31:00,
063676,3,10,20:10:00,
063677,3,5,10:34:00,
063678,2,8,19:04:00,
063679,3,9,13:12:00,
063680,1,10,12:36:00,
063681,2,5,09:24:00,
063682,2,5,19:38:00,
063683,3,8,18:41:00,
063684,2,6,13:20:00,
063685,1,5,21:09:00,
063686,1,6,20:39:00,
063687,3,3,15:19:00,
063688,2,7,14:38:00,
063689,2,6,13:23:00,
063690,3,5,11:06:00,
063691,2,11,10:15:00,
063692,1,2,16:07:00,
063693,2,11,10:21:00,
063694,1,7,12:13:00,
063695,3,8,15:20:00,
063696,1,5,16:27:00,
063697,1,4,09:40:00,
063698,1,9,13:19:00,
063699,3,10,19:23:00,
063700,2,4,17:13:00,
063701,1,8,11:38:00,
063702,3,2,21:42:00,
063703,3,11,19:50:00,
063704,2,4,09:02:00,
063705,3,5,20:15:00,
063706,3,9,20:27:00,
063707,1,2,18:37:00,
063708,1,11,16:00:00,
063709,2,5,10:17:00,
063710,3,7,12:02:00,
063711,3,7,17:32:00,
063712,3,2,09:44:00,
063713,3,6,16:32:00,
063714,1,2,19:07:00,
063715,3,11,12:00:00,
063716,1,7,11:43:00,
063717,1,3,14:27:00,
063718,3,9,19:07:00,
063719,3,9,12:47:00,
063720,3,8,10:15:00,
063721,2,7,11:28:00,
063722,1,10,17:40:00,
063723,3,7,17:34:00,
063724,1,9,18:04:00,
063725,1,2,18:27:00,
063726,2,3,09:37:00,
063727,2,8,16:12:00,
063728,3,3,19:31:00,
063729,2,6,19:28:00,
063730,3,10,10:29:00,
063731,2,9,16:07:00,
063732,1,3,10:45:00,
063733,2,10,16:36:00,
063734,1,3,21:11:00,
063735,3,2,19:24:00,
063736,1,10,15:12:00,
063737,2,6,17:44:00,
063738,1,8,10:06:00,
063739,3,10,19:50:00,
063740,2,8,12:49:00,
063741,3,3,19:22:00,
063742,3,8,11:12:00,
063743,2,2,17:12:00,
063744,2,4,14:02:00,
063745,1,10,20:07:00,
063746,3,3,19:46:00,
063747,2,10,21:36:00,
063748,1,10,12:10:00,
063749,2,6,10:16:00,
063750,3,11,20:32:00,
063751,3,2,19:37:00,
063752,2,6,17:36:00,
063753,3,5,09:46:00,
063754,2,5,15:43:00,
063755,3,8,13:22:00,
063756,1,6,15:34:00,
063757,3,9,15:33:00,
063758,1,10,20:33:00,
063759,1,2,13:41:00,
063760,1,8,21:14:00,
063761,2,3,13:15:00,
063762,1,5,15:21:00,
063763,2,11,20:02:00,
063764,1,9,16:37:00,
063765,1,2,14:41:00,
063766,2,2,14:34:00,
063767,2,9,10:36:00,
063768,1,8,14:25:00,
063769,1,6,09:44:00,
063770,1,8,12:02:00,
063771,3,2,17:14:00,
063772,2,7,16:04:00,
063773,1,2,09:04:00,
063774,1,3,13:49:00,
063775,2,5,19:00:00,
063776,1,2,21:37:00,
063777,3,11,10:22:00,
063778,3,4,12:46:00,
063779,1,4,21:17:00,
063780,2,4,12:41:00,
063781,3,3,18:08:00,
063782,3,10,20:29:00,
063783,2,7,13:27:00,
063784,1,6,19:41:00,
063785,3,5,21:19:00,
063786,1,11,16:21:00,
063787,2,10,09:42:00,
063788,2,9,10:19:00,
063789,2,4,15:37:00,
063790,3,2,20:33:00,
063791,2,6,17:02:00,
063792,2,5,14:48:00,
063793,1,10,10:16:00,
063794,2,7,13:00:00,
063795,1,2,17:25:00,
063796,2,9,21:44:00,
063797,3,8,09:17:00,
063798,3,10,19:19:00,
063799,2,9,12:42:00,
063800,3,4,14:03:00,
063801,2,3,12:19:00,
063802,3,8,15:35:00,
063803,2,3,11:22:00,
063804,2,2,21:42:00,
063805,2,9,15:19:00,
063806,1,6,13:42:00,
063807,1,4,16:10:00,
063808,1,9,16:24:00,
063809,3,10,16:27:00,
063810,2,7,10:24:00,
063811,3,3,16:10:00,
063812,1,4,20:18:00,
063813,1,3,17:06:00,
063814,1,3,14:39:00,
063815,3,2,13:00:00,
063816,2,5,12:29:00,
063817,2,2,11:22:00,
063818,1,7,21:26:00,
063819,3,2,19:26:00,
063820,1,11,14:16:00,
063821,2,4,18:01:00,
063822,2,6,16:09:00,
063823,1,10,15:28:00,
063824,1,4,11:19:00,
063825,3,6,18:42:00,
063826,1,2,15:10:00,
063827,3,6,10:24:00,
063828,2,5,15:38:00,
063829,2,7,12:18:00,
063830,3,2,21:29:00,
063831,3,2,09:21:00,
063832,2,4,18:00:00,
063833,3,4,21:19:00,
063834,1,2,12:35:00,
063835,1,4,13:47:00,
063836,2,3,11:37:00,
063837,2,7,11:29:00,
063838,3,10,18:29:00,
063839,3,4,12:28:00,
063840,3,4,11:00:00,
063841,3,8,13:21:00,
063842,1,6,11:31:00,
063843,1,8,17:13:00,
063844,3,6,18:39:00,
063845,1,7,20:41:00,
063846,2,8,09:37:00,
063847,3,11,10:15:00,
063848,1,11,15:08:00,
063849,3,8,13:21:00,
063850,1,7,10:26:00,
063851,1,2,13:47:00,
063852,2,11,18:13:00,
063853,1,8,21:19:00,
063854,3,3,11:13:00,
063855,1,10,10:36:00,
063856,3,8,18:21:00,
063857,2,11,13:14:00,
063858,3,10,10:25:00,
063859,3,4,15:34:00,
063860,1,8,17:33:00,
063861,3,10,14:33:00,
063862,2,6,21:41:00,
063863,3,7,11:38:00,
063864,3,8,20:10:00,
063865,2,9,10:41:00,
063866,3,5,13:10:00,
063867,1,10,12:29:00,
063868,3,2,19:41:00,
063869,1,7,15:07:00,
063870,1,2,10:41:00,
063871,1,6,14:31:00,
063872,2,8,20:01:00,
063873,3,9,11:49:00,
063874,2,6,20:10:00,
063875,2,4,09:45:00,
063876,1,6,14:08:00,
063877,3,9,17:29:00,
063878,3,4,19:03:00,
063879,1,5,15:28:00,
063880,2,9,14:17:00,
063881,2,9,16:04:00,
063882,1,6,15:10:00,
063883,1,7,14:43:00,
063884,3,6,19:45:00,
063885,1,11,18:12:00,
063886,2,8,14:25:00,
063887,1,7,17:11:00,
063888,1,2,10:42:00,
063889,1,2,19:41:00,
063890,1,11,09:11:00,
063891,1,8,21:28:00,
063892,2,8,16:21:00,
063893,2,9,13:26:00,
063894,3,11,09:10:00,
063895,2,10,17:04:00,
063896,1,4,17:50:00,
063897,2,7,17:43:00,
063898,2,5,14:16:00,
063899,2,11,12:46:00,
063900,3,10,20:48:00,
063901,2,5,13:50:00,
063902,3,11,17:43:00,
063903,3,3,21:00:00,
063904,2,9,17:47:00,
063905,2,10,16:36:00,
063906,3,3,18:30:00,
063907,1,2,21:02:00,
063908,1,10,17:12:00,
063909,3,11,19:32:00,
063910,2,11,12:16:00,
063911,1,9,19:47:00,
063912,3,4,10:32:00,
063913,1,10,19:00:00,
063914,3,3,21:48:00,
063915,1,3,10:35:00,
063916,1,7,19:38:00,
063917,3,7,09:21:00,
063918,2,5,10:03:00,
063919,2,10,21:26:00,
063920,1,6,20:38:00,
063921,1,7,16:16:00,
063922,3,2,10:14:00,
063923,2,8,20:25:00,
063924,3,6,20:42:00,
063925,1,10,19:46:00,
063926,3,5,14:49:00,
063927,3,7,21:06:00,
063928,1,6,21:37:00,
063929,2,7,13:16:00,
063930,3,10,16:49:00,
063931,3,11,18:16:00,
063932,2,5,14:43:00,
063933,2,5,21:13:00,
063934,3,8,14:44:00,
063935,3,2,12:37:00,
063936,3,11,15:24:00,
063937,3,7,21:37:00,
063938,3,2,19:10:00,
063939,3,6,16:16:00,
063940,1,5,10:27:00,
063941,3,6,16:37:00,
063942,1,4,19:33:00,
063943,2,7,17:16:00,
063944,3,6,19:36:00,
063945,2,7,16:06:00,
063946,3,4,15:35:00,
063947,1,4,15:32:00,
063948,2,8,12:02:00,
063949,3,9,15:03:00,
063950,1,2,17:44:00,
063951,3,8,12:04:00,
063952,1,11,16:50:00,
063953,1,10,14:15:00,
063954,2,8,11:38:00,
063955,3,8,13:41:00,
063956,3,4,15:29:00,
063957,3,3,18:18:00,
063958,2,2,20:29:00,
063959,1,11,20:20:00,
063960,1,3,20:43:00,
063961,1,7,13:17:00,
063962,3,11,20:45:00,
063963,3,7,10:15:00,
063964,2,3,13:32:00,
063965,1,6,20:25:00,
063966,2,5,18:04:00,
063967,2,2,10:13:00,
063968,1,8,20:31:00,
063969,3,4,21:26:00,
063970,1,6,12:23:00,
063971,3,6,14:38:00,
063972,1,7,12:11:00,
063973,1,3,09:43:00,
063974,1,10,15:26:00,
063975,1,5,12:06:00,
063976,2,8,15:12:00,
063977,1,8,16:36:00,
063978,2,7,15:07:00,
063979,1,10,13:40:00,
063980,2,4,11:40:00,
063981,3,2,19:44:00,
063982,2,5,13:36:00,
063983,2,4,17:18:00,
063984,2,6,19:02:00,
063985,1,9,17:07:00,
063986,3,9,14:42:00,
063987,3,8,21:30:00,
063988,3,11,17:25:00,
063989,3,8,20:25:00,
063990,1,10,15:09:00,
063991,1,2,18:03:00,
063992,1,5,15:01:00,
063993,3,5,13:11:00,
063994,1,2,17:33:00,
063995,1,3,16:06:00,
063996,2,9,19:26:00,
063997,2,9,11:39:00,
063998,2,5,13:49:00,
063999,3,7,15:26:00,
064000,2,9,14:48:00,
064001,1,6,19:02:00,
064002,2,8,20:17:00,
064003,1,5,15:08:00,
064004,2,7,19:44:00,
064005,3,11,18:50:00,
064006,3,8,12:35:00,
064007,2,5,17:01:00,
064008,3,7,12:36:00,
064009,1,10,11:47:00,
064010,2,10,10:47:00,
064011,2,7,09:47:00,
064012,2,7,13:45:00,
064013,2,4,17:21:00,
064014,1,11,10:46:00,
064015,3,10,11:24:00,
064016,1,4,21:31:00,
064017,3,11,13:26:00,
064018,1,11,16:24:00,
064019,1,10,17:45:00,
064020,2,4,10:36:00,
064021,2,4,13:06:00,
064022,2,10,16:02:00,
064023,2,7,16:29:00,
064024,3,5,13:16:00,
064025,1,10,18:05:00,
064026,1,7,21:06:00,
064027,1,6,12:24:00,
064028,1,2,14:16:00,
064029,2,7,14:06:00,
064030,3,8,09:43:00,
064031,3,8,14:05:00,
064032,1,5,17:29:00,
064033,1,7,19:05:00,
064034,1,4,11:28:00,
064035,3,5,21:20:00,
064036,1,9,14:03:00,
064037,1,4,13:50:00,
064038,2,6,15:40:00,
064039,2,11,12:38:00,
064040,1,2,13:50:00,
064041,2,4,21:27:00,
064042,1,7,13:06:00,
064043,2,7,16:33:00,
064044,3,6,14:27:00,
064045,3,11,16:44:00,
064046,2,7,18:07:00,
064047,2,11,10:04:00,
064048,3,8,20:38:00,
064049,1,11,21:39:00,
064050,1,10,12:06:00,
064051,2,4,19:07:00,
064052,1,3,12:11:00,
064053,3,8,14:47:00,
064054,1,9,16:41:00,
064055,3,3,21:41:00,
064056,3,8,11:16:00,
064057,1,10,13:02:00,
064058,2,6,09:17:00,
064059,1,9,12:48:00,
064060,1,10,10:45:00,
064061,3,6,13:00:00,
064062,2,7,15:05:00,
064063,2,7,09:39:00,
064064,3,4,13:13:00,
064065,3,2,14:13:00,
064066,2,6,09:22:00,
064067,1,2,12:09:00,
064068,3,4,11:32:00,
064069,2,9,11:00:00,
064070,3,9,16:14:00,
064071,3,7,13:46:00,
064072,3,3,16:06:00,
064073,3,10,14:29:00,
064074,3,9,19:03:00,
064075,1,4,15:27:00,
064076,3,10,10:18:00,
064077,3,11,18:21:00,
064078,1,6,21:46:00,
064079,3,6,19:50:00,
064080,2,9,13:30:00,
064081,1,11,14:33:00,
064082,1,8,11:16:00,
064083,2,2,14:44:00,
064084,1,8,17:47:00,
064085,1,2,14:46:00,
064086,2,2,18:21:00,
064087,2,10,21:11:00,
064088,1,11,09:32:00,
064089,3,7,21:14:00,
064090,3,9,10:15:00,
064091,1,5,10:00:00,
064092,2,6,21:11:00,
064093,3,9,15:27:00,
064094,2,11,21:09:00,
064095,2,7,21:19:00,
064096,3,8,09:19:00,
064097,2,6,20:04:00,
064098,1,10,12:15:00,
064099,2,5,11:37:00,
064100,3,4,13:36:00,
064101,1,3,19:27:00,
064102,3,2,11:11:00,
064103,3,10,12:32:00,
064104,2,6,12:19:00,
064105,1,2,09:15:00,
064106,1,2,13:29:00,
064107,2,4,14:00:00,
064108,1,9,12:08:00,
064109,2,5,21:45:00,
064110,3,6,15:23:00,
064111,2,6,16:04:00,
064112,3,7,21:37:00,
064113,1,7,14:34:00,
064114,1,7,13:32:00,
064115,1,5,21:21:00,
064116,1,8,14:20:00,
064117,3,6,18:10:00,
064118,3,6,11:32:00,
064119,1,9,20:30:00,
064120,1,8,16:43:00,
064121,3,4,12:36:00,
064122,1,3,13:21:00,
064123,3,5,14:18:00,
064124,2,11,17:24:00,
064125,2,5,10:07:00,
064126,3,5,09:32:00,
064127,2,2,09:34:00,
064128,1,8,18:23:00,
064129,2,8,14:05:00,
064130,2,6,14:28:00,
064131,1,10,09:22:00,
064132,1,3,19:02:00,
064133,1,4,12:39:00,
064134,3,6,10:48:00,
064135,2,8,14:10:00,
064136,1,9,15:01:00,
064137,3,2,15:46:00,
064138,3,5,21:26:00,
064139,3,5,14:14:00,
064140,1,3,11:26:00,
064141,3,11,12:46:00,
064142,3,11,15:39:00,
064143,3,4,18:14:00,
064144,3,2,21:25:00,
064145,1,5,11:36:00,
064146,3,10,16:45:00,
064147,3,11,19:41:00,
064148,3,5,19:17:00,
064149,2,4,13:03:00,
064150,3,8,21:00:00,
064151,1,6,15:05:00,
064152,1,2,12:00:00,
064153,1,2,09:42:00,
064154,1,3,18:04:00,
064155,3,2,10:39:00,
064156,1,8,12:42:00,
064157,1,10,12:21:00,
064158,2,4,20:41:00,
064159,2,6,21:42:00,
064160,2,10,17:43:00,
064161,3,6,19:18:00,
064162,2,6,20:18:00,
064163,2,11,11:18:00,
064164,3,7,13:50:00,
064165,2,11,19:32:00,
064166,2,2,09:31:00,
064167,1,2,17:22:00,
064168,1,8,14:12:00,
064169,3,7,16:05:00,
064170,1,10,12:14:00,
064171,3,4,10:22:00,
064172,2,4,19:45:00,
064173,3,2,15:21:00,
064174,3,3,17:30:00,
064175,1,9,10:32:00,
064176,3,7,11:23:00,
064177,1,6,12:48:00,
064178,1,9,14:24:00,
064179,2,9,19:10:00,
064180,2,4,16:23:00,
064181,1,9,19:17:00,
064182,2,3,20:05:00,
064183,2,7,18:03:00,
064184,3,5,17:49:00,
064185,1,6,19:14:00,
064186,1,2,13:16:00,
064187,1,2,15:46:00,
064188,2,8,18:01:00,
064189,3,7,20:44:00,
064190,2,2,16:30:00,
064191,3,5,14:15:00,
064192,1,3,09:14:00,
064193,1,2,17:32:00,
064194,1,6,19:36:00,
064195,3,2,10:06:00,
064196,3,8,16:28:00,
064197,2,6,19:29:00,
064198,3,4,09:19:00,
064199,1,8,18:37:00,
064200,2,9,10:11:00,
064201,2,6,14:46:00,
064202,3,7,12:11:00,
064203,2,8,17:13:00,
064204,1,8,10:36:00,
064205,1,6,20:21:00,
064206,3,9,21:44:00,
064207,3,7,18:37:00,
064208,3,3,13:47:00,
064209,3,5,11:13:00,
064210,1,9,09:37:00,
064211,1,9,17:39:00,
064212,3,11,16:46:00,
064213,3,11,15:06:00,
064214,1,4,09:00:00,
064215,2,7,14:48:00,
064216,1,4,13:20:00,
064217,1,10,12:03:00,
064218,1,2,21:11:00,
064219,1,5,12:28:00,
064220,3,2,16:32:00,
064221,3,10,14:34:00,
064222,3,8,13:19:00,
064223,2,5,21:24:00,
064224,2,10,18:22:00,
064225,3,9,12:24:00,
064226,2,2,09:08:00,
064227,2,3,17:08:00,
064228,1,4,16:24:00,
064229,1,2,20:21:00,
064230,3,8,12:13:00,
064231,1,9,09:44:00,
064232,1,10,11:17:00,
064233,2,2,19:19:00,
064234,3,9,19:09:00,
064235,2,5,20:50:00,
064236,3,7,14:38:00,
064237,1,3,17:47:00,
064238,3,6,19:28:00,
064239,2,10,21:28:00,
064240,2,4,13:42:00,
064241,3,10,11:03:00,
064242,2,3,12:17:00,
064243,3,9,09:16:00,
064244,3,5,13:13:00,
064245,1,7,12:15:00,
064246,2,8,20:44:00,
064247,1,7,09:24:00,
064248,1,3,19:18:00,
064249,3,3,17:26:00,
064250,2,8,15:30:00,
064251,2,3,13:00:00,
064252,2,8,18:06:00,
064253,1,6,19:34:00,
064254,3,10,16:37:00,
064255,2,8,15:17:00,
064256,3,2,13:28:00,
064257,1,2,17:29:00,
064258,3,6,18:31:00,
064259,3,2,17:37:00,
064260,2,2,13:23:00,
064261,1,10,16:45:00,
064262,1,2,16:03:00,
064263,3,10,16:29:00,
064264,2,11,21:12:00,
064265,2,8,20:01:00,
064266,1,4,12:48:00,
064267,1,6,11:36:00,
064268,3,5,18:42:00,
064269,3,9,21:06:00,
064270,1,5,11:06:00,
064271,3,3,18:25:00,
064272,2,3,18:02:00,
064273,3,5,21:10:00,
064274,3,2,17:05:00,
064275,2,2,20:29:00,
064276,1,11,11:49:00,
064277,2,3,21:12:00,
064278,2,4,16:13:00,
064279,2,3,17:48:00,
064280,3,8,17:28:00,
064281,2,6,09:42:00,
064282,1,5,16:34:00,
064283,2,4,14:24:00,
064284,3,5,10:20:00,
064285,3,5,20:44:00,
064286,1,7,17:47:00,
064287,1,11,21:21:00,
064288,1,6,14:32:00,
064289,1,2,20:32:00,
064290,3,4,18:50:00,
064291,2,3,16:04:00,
064292,1,7,19:12:00,
064293,2,11,10:27:00,
064294,2,7,11:06:00,
064295,3,2,16:19:00,
064296,1,7,12:15:00,
064297,2,3,19:44:00,
064298,2,2,21:46:00,
064299,3,10,19:43:00,
064300,3,5,16:50:00,
064301,2,4,16:35:00,
064302,1,10,18:49:00,
064303,3,11,13:35:00,
064304,3,11,16:17:00,
064305,2,11,11:47:00,
064306,1,11,12:37:00,
064307,2,8,14:25:00,
064308,1,10,11:04:00,
064309,2,4,15:36:00,
064310,2,5,16:04:00,
064311,3,11,13:11:00,
064312,3,9,19:08:00,
064313,1,4,18:08:00,
064314,1,9,15:04:00,
064315,3,3,11:29:00,
064316,2,4,18:36:00,
064317,2,8,10:38:00,
064318,3,9,13:08:00,
064319,2,10,16:50:00,
064320,3,2,13:24:00,
064321,2,8,11:23:00,
064322,3,3,12:44:00,
064323,2,4,17:17:00,
064324,3,5,10:30:00,
064325,1,9,12:32:00,
064326,1,8,15:35:00,
064327,3,5,19:04:00,
064328,2,5,11:44:00,
064329,1,7,16:24:00,
064330,2,6,20:16:00,
064331,2,2,14:35:00,
064332,1,4,11:08:00,
064333,2,10,20:05:00,
064334,3,3,18:35:00,
064335,2,10,11:22:00,
064336,2,2,15:25:00,
064337,3,8,14:30:00,
064338,1,4,21:21:00,
064339,1,10,15:00:00,
064340,3,10,10:28:00,
064341,2,11,21:02:00,
064342,1,6,10:36:00,
064343,3,9,19:13:00,
064344,3,2,19:00:00,
064345,3,4,21:11:00,
064346,3,9,17:23:00,
064347,2,7,16:48:00,
064348,2,5,18:06:00,
064349,3,11,16:04:00,
064350,1,3,18:17:00,
064351,2,7,15:29:00,
064352,3,4,09:02:00,
064353,1,10,11:49:00,
064354,1,8,19:44:00,
064355,3,7,18:45:00,
064356,3,11,13:01:00,
064357,1,8,19:05:00,
064358,2,10,15:48:00,
064359,3,2,21:00:00,
064360,3,3,20:18:00,
064361,1,9,18:24:00,
064362,2,10,21:20:00,
064363,1,10,10:36:00,
064364,3,8,16:26:00,
064365,1,9,16:21:00,
064366,1,10,12:25:00,
064367,3,11,09:44:00,
064368,2,8,09:34:00,
064369,1,2,16:00:00,
064370,2,4,14:39:00,
064371,1,2,20:29:00,
064372,2,5,18:45:00,
064373,2,5,15:14:00,
064374,1,4,17:46:00,
064375,1,8,11:16:00,
064376,3,10,10:39:00,
064377,2,5,21:01:00,
064378,2,5,11:50:00,
064379,1,5,19:45:00,
064380,1,5,21:49:00,
064381,1,6,18:49:00,
064382,1,8,21:39:00,
064383,3,6,21:07:00,
064384,3,11,19:32:00,
064385,1,4,18:05:00,
064386,3,6,14:14:00,
064387,1,8,16:47:00,
064388,2,5,21:22:00,
064389,2,8,15:04:00,
064390,2,7,11:44:00,
064391,3,3,10:17:00,
064392,3,5,16:22:00,
064393,3,2,13:37:00,
064394,2,9,20:31:00,
064395,2,5,14:33:00,
064396,2,2,20:06:00,
064397,2,4,17:05:00,
064398,3,9,09:27:00,
064399,1,5,13:16:00,
064400,1,10,19:24:00,
064401,1,2,18:49:00,
064402,1,11,15:17:00,
064403,3,4,21:31:00,
064404,3,11,19:20:00,
064405,1,8,09:35:00,
064406,1,10,18:08:00,
064407,2,7,09:40:00,
064408,2,3,20:27:00,
064409,3,7,11:23:00,
064410,1,11,17:04:00,
064411,2,3,17:27:00,
064412,1,3,18:24:00,
064413,1,7,11:37:00,
064414,1,3,10:35:00,
064415,3,2,18:49:00,
064416,3,3,10:19:00,
064417,3,7,18:10:00,
064418,3,2,11:47:00,
064419,3,2,12:07:00,
064420,2,6,12:39:00,
064421,2,6,18:15:00,
064422,2,7,09:26:00,
064423,1,8,16:33:00,
064424,1,7,12:47:00,
064425,2,4,19:50:00,
064426,3,10,14:22:00,
064427,1,8,10:10:00,
064428,1,2,14:01:00,
064429,2,6,17:03:00,
064430,2,3,18:19:00,
064431,1,7,16:31:00,
064432,2,11,10:16:00,
064433,2,2,09:39:00,
064434,3,2,11:50:00,
064435,1,4,18:45:00,
064436,2,7,20:44:00,
064437,3,2,11:11:00,
068882,1,9,20:25:00,
068883,2,3,16:44:00,
068884,3,3,13:11:00,
068885,1,2,09:41:00,
068886,2,7,10:49:00,
068887,3,8,10:42:00,
068888,3,9,21:07:00,
068889,3,10,15:39:00,
068890,3,8,09:02:00,
068891,3,10,20:17:00,
068892,1,5,11:26:00,
068893,3,5,12:24:00,
068894,2,5,12:48:00,
068895,2,3,15:30:00,
068896,3,3,19:35:00,
068897,2,11,16:05:00,
068898,1,10,12:43:00,
068899,3,2,11:09:00,
068900,2,8,12:10:00,
068901,3,2,10:09:00,
068902,3,2,11:09:00,
068903,1,2,20:38:00,
068904,1,9,15:06:00,
068905,2,8,15:06:00,
068906,2,2,18:39:00,
068907,1,4,14:09:00,
068908,3,6,14:38:00,
068909,3,10,11:08:00,
068910,3,10,09:49:00,
068911,2,3,13:15:00,
068912,2,9,12:32:00,
068913,2,11,19:48:00,
068914,2,2,21:33:00,
068915,2,10,13:09:00,
068916,3,4,15:24:00,
068917,1,6,12:40:00,
068918,3,8,20:37:00,
068919,1,4,14:18:00,
068920,3,3,10:03:00,
068921,2,11,19:39:00,
068922,1,4,18:31:00,
068923,1,2,13:17:00,
068924,1,8,10:01:00,
068925,2,8,17:26:00,
068926,3,7,19:17:00,
068927,2,5,12:33:00,
068928,1,10,10:43:00,
068929,1,7,19:45:00,
068930,3,6,13:05:00,
068931,2,2,13:36:00,
068932,2,2,18:21:00,
068933,3,5,16:01:00,
068934,3,8,20:41:00,
068935,1,11,21:26:00,
068936,2,4,16:43:00,
068937,2,6,17:27:00,
068938,3,10,20:25:00,
068939,3,4,16:07:00,
068940,1,7,18:06:00,
068941,3,6,17:20:00,
068942,3,7,20:25:00,
068943,3,7,15:28:00,
068944,2,6,10:00:00,
068945,1,5,14:46:00,
068946,3,7,17:46:00,
068947,3,3,21:18:00,
068948,1,3,09:32:00,
068949,3,3,09:01:00,
068950,2,4,18:43:00,
068951,2,4,19:02:00,
068952,2,4,16:25:00,
068953,3,11,09:27:00,
068954,3,3,16:08:00,
068955,1,10,12:09:00,
068956,3,8,20:05:00,
068957,3,11,12:38:00,
068958,1,8,11:41:00,
068959,2,10,15:15:00,
068960,1,8,14:36:00,
068961,2,7,21:46:00,
068962,1,7,09:42:00,
068963,1,5,11:22:00,
068964,1,9,09:10:00,
068965,1,2,11:33:00,
068966,2,3,12:20:00,
068967,3,4,13:04:00,
068968,3,2,12:25:00,
068969,3,11,17:34:00,
068970,2,8,19:44:00,
068971,2,11,12:30:00,
068972,2,7,17:11:00,
068973,3,4,14:24:00,
068974,3,9,15:07:00,
068975,1,4,13:14:00,
068976,2,5,11:34:00,
068977,2,6,09:29:00,
068978,1,8,18:37:00,
068979,1,11,20:37:00,
068980,3,7,18:50:00,
068981,1,11,09:17:00,
068982,1,2,13:23:00,
068983,1,7,15:26:00,
068984,1,6,09:13:00,
068985,3,8,12:45:00,
068986,1,4,13:25:00,
068987,1,3,18:33:00,
068988,1,7,15:30:00,
068989,2,9,14:25:00,
068990,2,11,17:03:00,
068991,1,4,16:42:00,
068992,1,10,10:30:00,
068993,2,5,11:38:00,
068994,2,9,21:45:00,
068995,3,8,13:44:00,
068996,3,8,13:41:00,
068997,2,3,15:17:00,
068998,3,11,18:06:00,
068999,1,2,11:43:00,
069000,1,4,15:41:00,
069001,1,2,15:48:00,
069002,2,10,14:27:00,
069003,3,5,19:32:00,
069004,2,5,09:22:00,
